164;8;EDIFICIO MARGARITA;AVENIDA 4 NORTE No 13N-95/97/99;COLOMBIA;Valle del cauca;CALI;L;L%&
165;2989;EDIFICIO NUEVO VERSALLES;AVENIDA 4 NORTE No 17 - 43;COLOMBIA;Valle del cauca;CALI;L;L%&
166;1178;EDIFICIO CRISTAL;AVENIDA 4 NORTE No 18N-06/10/16/18 Y CALLE 18 No 3N-92/94/98;COLOMBIA;Valle del cauca;CALI;L;L%&
167;712;EDIFICIO RIOS;AVENIDA 4 NORTE No 22-41/43;COLOMBIA;Valle del cauca;CALI;L;L%&
168;1407;Comité Cebuista del Suroccidente de Colombia;AVENIDA 4 NORTE No 26N-55;COLOMBIA;Valle del cauca;CALI;L;L%&
169;998;EDIFICIO ELVIRA                                    ;AVENIDA 4 NORTE No 3N-20;COLOMBIA;Valle del cauca;CALI;L;L%&
170;488;EDIFICIO ALTALOMA;AVENIDA 4 NORTE No 3N-86/90;COLOMBIA;Valle del cauca;CALI;L;L%&
171;453;EDIFICIO PLAZA CENTENARIO;AVENIDA 4 NORTE No 4-66 Y CALLE 5 NORTE 2-65;COLOMBIA;Valle del cauca;CALI;L;L%&
172;1343;EDIFICIO EL RETIRO;AVENIDA 4 NORTE No 4N-02/04/08;COLOMBIA;Valle del cauca;CALI;L;L%&
173;164;EDIFICIO 4 AVENIDA ;AVENIDA 4 NORTE No 5N-44;COLOMBIA;Valle del cauca;CALI;L;L%&
174;623;EDIFICIO TORRE EMPRESARIAL SIGLO XXI;AVENIDA 4 NORTE No 6N-61/65/67/69;COLOMBIA;Valle del cauca;CALI;L;L%&
175;761;EDIFICIO BALCON DE BARAJAS;AVENIDA 4 NORTE No 7N-45;COLOMBIA;Valle del cauca;CALI;L;L%&
176;536;CENTENARIO CENTRO COMERCIAL;AVENIDA 4 NORTE No 7N-46/64 y CALLE 8 NORTE No 3N-25;COLOMBIA;Valle del cauca;CALI;L;L%&
177;806;EDIFICIO CLINICA COLSANITAS Y CONSULTORIOS;AVENIDA 4 NORTE No 7N-81/53;COLOMBIA;Valle del cauca;CALI;L;L%&
178;238;EDIFICIO EL CASTILLO;AVENIDA 4 NORTE No 8N-37;COLOMBIA;Valle del cauca;CALI;L;L%&
179;736;CONJUNTO RESIDENCIAL BALCONES DE SAN JUAN;AVENIDA 4 NORTE No6N-06;COLOMBIA;Valle del cauca;CALI;L;L%&
180;2152;EDIFICIO KARKASI;AVENIDA 4 OESTE No 3 -81;COLOMBIA;Valle del cauca;CALI;L;L%&
181;256;EDIFICIO EL BUEN VIVIR;AVENIDA 4 OESTE No 1-10;COLOMBIA;Valle del cauca;CALI;L;L%&
182;966;EDIFICIO NORMANDIA PLAZA ;AVENIDA 4 OESTE No 1-30;COLOMBIA;Valle del cauca;CALI;L;L%&
183;381;EDIFICIO TORRELESMA;AVENIDA 4 OESTE No 4-43;COLOMBIA;Valle del cauca;CALI;L;L%&
184;1098;EDIFICIO TORREMOLINOS;AVENIDA 4 OESTE No 4-60;COLOMBIA;Valle del cauca;CALI;L;L%&
185;1273;EDIFICIO Las Terrazas;AVENIDA 4 OESTE No 5-187;COLOMBIA;Valle del cauca;CALI;L;L%&
186;1623;EDIFICIO Piedemonte;AVENIDA 4 OESTE No 5-250/200;COLOMBIA;Valle del cauca;CALI;L;L%&
187;837;EDIFICIO BOSQUES DE VALLADARES;AVENIDA 4 OESTE No 5-274;COLOMBIA;Valle del cauca;CALI;L;L%&
188;1829;EDIFICIO TORRES DE MONTEVERDE;AVENIDA 4 OESTE No 5-310;COLOMBIA;Valle del cauca;CALI;L;L%&
189;947;EDIFICIO EL  PORTAL DE ENTRERIOS;AVENIDA 4 OESTE No 6 -103;COLOMBIA;Valle del cauca;CALI;L;L%&
190;452;EDIFICIO RIO AGUACATAL;AVENIDA 4 OESTE No 6-140;COLOMBIA;Valle del cauca;CALI;L;L%&
